# Polysun weather profile generated by hostrada4py from HOSTRADA data
# Columns: Global radiation [Wh/m2], Diffuse radiation [Wh/m2], Long-wave irradiation [Wh/m2], Ambient temperature [degC], Wind speed [m/s], Relative humidity [%]
# Location: HOSTRADA, lat=52.521918, lon=13.413215
Gh,Dh,Lh,Tamb,Vwnd,Hrel
886.7,151.831,233.363,20.4,2.9,43.7
901.7,148.781,234.851,21.3,3.2,39.8
859.8,141.867,239.461,22.6,3.2,37.4
778.1,128.386,241.085,23.2,3.3,35.8
665.3,109.774,241.609,23.7,2.2,33.7
521.5,86.0475,242.753,24.2,2.7,32.3
365.9,60.3735,244.722,24.7,2.7,31.7
210.4,34.716,244.326,24.5,2.2,32.3
72,11.88,241.251,23.4,2.3,34.9
1,1,236.067,21.2,1.9,41.9
0,0,234.344,19.6,1.7,50.9
0,0,233.876,18.8,1,56.8
0,0,229.674,17.4,0.8,62.2
0,0,232.795,17.5,1.6,67.3
0,0,230.852,16.8,0.8,70.8
0,0,229.094,16.1,0.8,74.9
5,5,227.116,15.4,0.8,78.7
43.2,42.3644,227.379,15.3,0.7,80.6
166.5,133.099,241.672,18.3,0.7,77.2
319.1,177.392,249.772,20.9,0.8,65.1
481.2,179.585,253.355,23.3,1.5,49.9
625.2,173.649,249.83,24.3,1.9,38.9
739,170.541,246.556,24.7,2.2,33.4
817,168.14,247.058,25.4,2.2,30.5
867.6,157.958,246.374,25.7,2.1,28.6
891,147.619,246.75,26.7,3.1,24.9
854.5,140.993,245.654,27.8,2.9,20.5
770.5,127.133,246.101,28.4,2.7,19
656.6,108.339,249.944,29.1,2.4,19.1
510.6,84.249,252.583,29.6,2,19.1
354.1,58.4265,258.654,29.8,2.2,21.9
200.4,33.066,266.514,29.7,1.6,27.4
69.4,11.451,264.633,27.8,2.6,34.5
1,1,261.045,25.9,0.9,41.6
0,0,255.563,24,1.1,47.7
0,0,249.493,22,0.7,54.6
0,0,251.357,21.9,1.7,58.4
0,0,246.951,20.7,1.2,62
0,0,243.915,19.8,0.9,65.3
0,0,242.127,19.3,0.7,67
4.7,4.7,239.904,18.6,1.1,70
46.3,45.3035,244.627,19.5,1.3,69.8
173.3,133.041,250.447,21.3,1.3,62.4
321.4,175.287,259.328,24.3,2,50.5
474.7,185.079,265.909,27.2,1.4,39
610.2,187.11,267.79,29,1.9,31.4
741.6,168.1,266.483,30,2.8,26.2
835.4,157.188,268.035,31.2,3.9,22.9
882.4,152.738,267.865,31.7,4.1,21.2
886.7,147.612,271.903,33,3.5,19.5
842.5,139.157,272.862,33.1,4.1,19.7
751.1,124.409,278.013,33.8,3.9,20.3
592.3,119.022,277.761,34,4.1,19.6
442.3,109.595,279.51,34.2,4.1,19.9
300.9,84.7454,275.936,33.3,3.4,20.7
144.6,72.2891,277.204,33.1,3.2,22
43.8,27.9526,273.425,31,2.1,27.1
1,1,269.917,28.6,2.2,35.2
0,0,267.158,27.2,2.3,40.3
0,0,263.755,26.1,2,43.4
0,0,262.721,25.6,2.3,45.5
0,0,262.089,25.4,2.5,46.1
0,0,261.291,25.2,2.7,46.5
0,0,260.649,25,1.9,47.1
4,4,258.328,24.2,2.9,49.9
42.4,41.5884,249.381,21.2,4.5,61.5
158.9,131.516,260.021,22,3.9,72.9
315.6,178.505,266.633,23.5,4,69.2
467.4,191.155,269.055,24.8,5.2,60.6
570.1,224.741,266.225,25.2,6.9,53
591.3,302.133,269.997,27,7.1,44.7
424.1,369.322,262.929,26.4,8.1,40.6
438.9,380.908,260.866,25.9,7.3,41.4
479,386.284,263.011,26.3,11.1,41.3
510.4,359.849,263.211,26.5,9.3,40.3
414.4,326.505,264.605,26.9,7.9,39.4
305.6,266.352,260.69,26.2,8.6,39.4
212.1,195.286,221.994,16.7,8.9,54.7
213.9,149.236,239.558,18.3,7.7,72.6
202.4,33.396,237.892,18.9,9.5,63
69,11.385,231.064,18.3,7,56.4
1,1,226.02,17.4,6.6,55.6
0,0,224.085,16.8,4.3,57.5
0,0,224.446,16.6,4.3,60
0,0,223.782,16.3,3.9,61.6
0,0,219.93,15.6,4.6,60.9
0,0,218.162,15.4,4.4,59.4
0,0,216.281,14.9,4.6,60.5
0,0,214.746,14.4,3.8,62.3
5,4.98866,217.972,15.1,4.2,61.9
22.3,22.1847,218.499,15.3,4.1,61
111.6,109.667,221.962,16.2,6.2,59.1
247.8,230.1,226.649,17.7,5.7,54.1
450,305.503,233.277,19.6,7.1,49.3
396.4,343.717,231.335,19.6,7.3,46.5
350.9,329.642,232,19.9,8.4,45.3
320.8,308.679,233.286,20.4,8.4,43.6
331.2,316.14,233.209,19.6,6.2,49.2
397.5,349.373,244.804,21.4,6.2,52.4
373.7,319.3,242.085,21.9,7.2,44.9
479.7,218.727,244.409,23.1,8.2,40
334.7,201.073,244.676,23.2,6.8,39.7
149.6,137.457,240.715,22,4.9,42.5
113.4,86.2831,238.315,20.8,5.5,47.6
36.3,29.2106,238.633,20.1,4.1,53.5
0,0,238.813,19.7,3.4,57.2
0,0,239.653,19.4,4.5,61.4
0,0,241.984,19.4,4.1,65.7
0,0,242.766,19.4,5.2,67.2
0,0,243.432,19.4,5.5,68.5
0,0,246.149,19.8,5.3,69.6
0,0,243.052,18.9,5,73.2
0,0,240.414,17.5,3.6,84.3
5.2,5.18766,241.573,17.1,3.5,92.8
19.2,19.1143,243.851,17.5,4.2,93.1
70.6,69.8249,243.776,17.5,3.8,92.9
136.6,134.389,247.655,18.3,4.4,91.6
200.8,196.836,248.799,18.6,5,90.3
310,294.594,255.167,20,7.3,86.8
629.2,330.352,266.186,22.9,6.4,74.9
678.3,315.692,259.877,22.8,7.2,64.3
634.2,337.299,266.536,24.7,7.4,57.6
441.9,362.232,264.935,24.8,7,54.4
474.5,317.278,261.359,24,7.1,55.8
559.7,144.45,267.065,25.1,7,55
373.1,174.113,265.726,25.1,7.3,53.1
296.1,89.9716,264.157,24.7,6.4,54.1
177.6,42.9791,261.626,24,5.7,56.2
54.7,19.6827,256.081,22.7,3.9,58.9
1,1,250.764,21.4,2.9,62
0,0,247.21,20.4,3,65.4
0,0,239.567,18.4,1.9,71.5
0,0,237.071,17.2,1,80.1
0,0,235.733,16.5,1,85.9
0,0,236.471,16.5,1.4,87.8
0,0,237.988,16.8,1.3,87.6
0,0,233.086,15.8,1.1,88.6
38,37.3368,237.272,16.5,1.5,89.9
152.2,129.085,243.678,18,2.1,85.7
273.5,194.896,252.217,20.5,3.1,74.1
396.2,242.162,261.644,23.3,2.9,62.5
403.1,312.332,264.35,24.6,2.9,55.2
509.5,345.922,263.086,24.8,3.2,51.8
459.8,378.92,266.568,25.4,2.8,51.9
382.9,353.319,273.538,26.7,1.8,51.2
568.6,373.729,279.36,28.1,3.4,48.2
820.5,140.592,291.496,31,3.3,42.4
718.1,131.771,292.605,31.9,3.5,38.2
509.7,191.523,293.584,32.3,3.4,36.9
375.4,172.216,288.707,31.4,2.9,37.4
305.7,81.1427,248.372,21.5,7.5,57.1
196,33.0371,270.663,23,6,82.9
69.3,11.4345,272.749,23.8,4.7,77.5
1,1,270.332,23.5,5.3,76.2
0,0,269.825,23.2,6.3,78.7
0,0,269.192,23.1,6.5,78.6
0,0,267.587,22.9,5.2,77.7
0,0,265.037,22.4,3.3,78.4
0,0,265.903,22.5,4.4,79
0,0,263.886,22.2,5.3,78.4
0,0,260.919,21.5,3.8,80.6
30.9,30.4584,258.943,21,3.8,82.5
96.7,94.1204,260.788,21.6,5.1,79.1
159.7,153.743,259.178,21.7,6.2,74.6
247.3,229.459,257.713,21.7,6.3,71.7
358.2,305.303,259.587,22.8,7.2,63.8
337.8,313.807,251.095,22,7.7,57.1
339.7,321.536,243.507,20.7,8.8,56.2
284.3,277.135,229.868,17,7.9,66.6
482.9,386.336,244.274,18.7,5.9,78.2
438.3,361.482,244.926,19.5,5.3,70.4
185.4,182.17,233.835,17.7,6,67.3
297.1,262.95,241.723,19.1,5,68.3
272,216.302,242.036,19.6,5.8,63.8
193.9,151.788,239.989,19.7,7.1,59.2
130.6,81.6717,237.283,19.5,5.4,56.4
55,19.3833,236.081,19.1,4.9,57.9
0,0,233.724,18.3,4,61.1
0,0,231.799,17.6,2.8,64.3
0,0,230.922,17.1,2.5,67.7
0,0,228.767,16.2,2.2,73
0,0,229.394,15.9,2.4,78
0,0,227.86,15.3,2.2,81.8
0,0,227.683,15,2.2,85.3
0,0,226.932,14.7,2.6,87.4
42.5,41.656,228,14.8,2.4,88.9
155,129.115,236.143,16.6,3.2,85.6
239.3,195.046,243.957,18.8,3.2,76.3
311.1,255.874,247.345,20.2,3,67.7
494.7,281.7,255.615,22.3,3.8,61.8
667,231.627,264.708,24.3,4.3,58.3
795.9,180.398,272.118,26,5.1,54.8
850.4,164.918,272.768,26.7,5,50.2
828.4,168.1,281.05,28.6,5.4,46.7
801.6,146.643,279.436,28.7,6.3,44.2
710,135.546,283.809,29.5,5.7,43.8
604.7,112.44,282.209,29.2,6.8,44
369.2,177.268,277.913,28.2,6,45.8
138.5,130.293,278.11,27.6,5.3,50.3
106.5,85.9718,280.348,27.6,5.5,53.2
49.3,24.4794,278.318,26.9,4,56.1
0,0,278.557,26.5,3.9,59.9
0,0,278.785,26.2,4,63
0,0,278.733,25.9,4,65.8
0,0,276.114,25.2,3.2,68.4
0,0,275.195,24.9,4.1,69.9
0,0,270.476,23.9,3.9,72
0,0,267.901,23.1,2.8,76
0,0,264.262,22.1,2.9,80.4
36.6,35.9705,266,22.2,2.7,82.9
167.3,130.066,270.1,23,4.1,81.7
314.3,174.35,273.574,24,3.8,76.8
430.3,217.393,276.378,25.1,4.7,69.9
517.1,265.33,277.363,25.7,5.3,65.5
529.9,336.428,277.282,26,5.7,62.5
430.4,370.717,279.6,26.8,5.9,58.8
194.9,191.929,276.097,26.3,6.9,58
455.2,381.471,277.955,26.5,7,59
703.6,222.309,280.573,27.6,8.5,53.5
616.5,212.871,280.459,28.3,8,48.1
472.6,224.464,275.84,27.7,8,46.8
330.5,203.185,271.845,26.8,7.1,48.3
262.6,120.807,274.35,26.8,7.5,51.5
185.4,36.7914,267.752,26.2,7.6,47.5
53.1,21.1761,252.531,24.8,7,38.9
1,1,240.012,23.2,5.9,34.7
0,0,233.943,21.6,4.5,37
0,0,232.279,20.4,4.6,42.3
0,0,229.284,19.1,4.6,47.2
0,0,226.747,17.9,4.1,52.6
0,0,224.528,16.8,3.4,58.3
0,0,219.899,15.2,2.7,64.8
0,0,218.302,14.3,2.9,71
43.3,42.3914,221.535,14.8,3.2,72.7
178,128.484,226.702,16,3.2,70.7
330.4,161.381,229.346,16.7,4,68.7
485.4,167.058,233.091,17.8,3.3,64.8
630,162.125,237.885,19.4,3,58.3
752,155.806,240.635,21,3.3,49.4
840.1,152.289,238.935,21.8,4.4,41.6
887.4,150.396,242.131,23.2,3.6,36.9
894.7,147.687,242.345,24,3.2,32.9
853.7,140.861,245.97,25.6,4,28.7
775.1,127.892,243.964,25.7,3.1,26.7
664.9,109.708,247.505,26.3,3.3,27
519.9,85.7835,252.659,27,2.3,28.1
367,60.555,252.808,27.1,2.8,27.8
212,34.98,250.55,27,3,26.5
73.6,12.144,245.076,25.5,2.9,28.4
1,1,238.908,22.8,2.4,35.7
0,0,237.005,20.8,1.8,45.8
0,0,238.377,20.1,2.2,53.1
0,0,243.295,20.5,2.7,57.6
0,0,247.915,20.5,2.8,65.7
0,0,243.635,19.4,2.1,68.9
0,0,243.874,19,2.9,73.8
0,0,241.403,18.2,2,77.8
43,42.0933,243.855,18.5,1.7,79.7
174.9,128.264,250.106,20.1,2,74.3
327.1,162.766,257.297,22.3,2.4,64.7
480,170.953,262.458,24.4,2.8,54.1
625.5,165.019,263.705,26.2,2.7,42.7
745.6,159.43,260.962,27.2,2.5,34.2
833.4,154.786,259.025,27.8,2.2,29.7
882.1,151.183,262.485,29.1,1.8,26.9
888.8,147.166,260.994,29.3,1.9,25.1
849.4,140.151,267.909,31,2.2,23.5
770,127.05,270.231,31.9,2.1,21.9
658.4,108.636,273.472,32.7,2.3,21.2
513,84.645,275.747,33.2,2.3,20.9
360.6,59.499,278.79,33.7,2.1,21
208.6,34.419,276.774,32.9,2.1,22.4
71.4,11.781,269.284,30.5,2.9,26.2
1,1,264.08,27.9,2.7,33.5
0,0,266.011,26.8,2.7,41.5
0,0,264.75,25.8,2.8,46.6
0,0,261.197,24.7,2.5,50
0,0,265.154,24.9,2.1,53.9
0,0,260.811,23.5,2.1,59.3
0,0,260.127,23,1.5,62.8
0,0,262.082,23.2,1.8,64.2
42.3,41.4178,261.982,23,1.6,66
172.4,127.849,271.284,24.8,1.8,64.2
324.4,163.584,279.194,27,2.5,56.5
478.7,170.845,286.316,29.6,2.3,45.9
623.4,165.748,287.703,31.4,2.6,36.5
745,159.018,290.371,33.2,3,30
833.4,154.26,285.756,33.8,3.4,24.6
880.7,151.223,284.362,34.5,2.8,21.5
886.4,147.018,286.103,35.2,2.5,20.3
846,139.59,292.411,36.7,2.6,19.1
766.3,126.44,290.598,37.6,2.9,16.1
652.6,107.679,286.513,37.4,1.8,15
507.3,83.7045,294.829,38.1,3.1,16.6
353.4,58.311,297.546,38.1,3.4,17.7
202.3,33.3795,298.717,37.5,3.1,19.8
68.9,68.9,298.986,35.9,2.6,25
1.9,1.9,294.796,33.4,2,32.4
0,0,299.053,33.1,3,37.4
0,0,295.165,31.9,2.8,40.6
0,0,289.167,30.3,2.8,44.4
0,0,286.685,29.5,4.8,47
0,0,284.372,28.6,5.5,50.7
0,0,281.073,27.4,4.3,55.8
0,0,276.979,26.2,2.5,60.2
7,6.97603,278.254,26.1,4.8,63.1
46.7,46.1753,274.108,25.2,6.4,65
88.4,87.1584,268.247,23.6,5.8,71.1
127.2,125.253,264.46,22.2,5.4,79.6
133.2,131.439,254.963,20.2,5.3,83.7
205.7,202.007,256.617,20.7,5.7,81.1
184.9,182.136,253.036,20.5,6,75.8
486.2,390.374,258.578,22.6,6.2,64
593,360.088,256.641,23.7,6.4,51.4
593.4,317.58,251,23.7,5.8,44
663.8,167.092,251.262,24.6,5.5,38.7
636,105.066,249.312,24.7,6.3,36.1
497.6,82.2535,249.35,24.8,5.6,35.6
345.4,57.4458,245.093,24,5.4,35.6
192.6,32.6516,240.594,22.8,5.4,37.5
63.6,63.6,239.062,22,5.2,40.5
1.3,1.3,234.877,20.8,4.1,43
0,0,227.405,18.5,2.7,48.9
0,0,228.765,18,2.9,55.1
0,0,227.328,17.3,2.8,58.8
0,0,224.754,16.2,2.9,64.5
0,0,225.594,15.9,2.6,69.4
0,0,226.094,15.8,1.4,71.6
0,0,221.772,14.6,1.2,75.6
25.3,24.9833,226.053,15.2,0.9,78.6
149.1,125.102,234.582,17.2,1.7,74.4
123.1,120.683,239.311,18.8,1.5,66.7
291.5,248.896,236.477,18.6,2.4,63.3
520.9,257.126,240.792,19.7,3.1,60.6
599.5,287.065,236.208,19.6,4.4,53.8
734.9,229.453,237.894,20.9,4.5,46.3
790.2,206.255,234.673,21.2,4.2,40.2
810.7,177.463,234.744,21.9,3.2,36.2
789.3,150.799,234.487,22.3,4.9,33.8
722.1,128.59,237.55,23.3,3.5,31.8
633.6,104.838,238.365,23.8,4.4,30.2
500.3,82.5495,240.259,24.3,3.2,29.6
342.8,57.4293,240.49,24.3,3.4,29.8
174.3,42.2056,239.289,23.7,2.8,31.5
50.6,50.6,239.76,22.8,2.1,36.6
0,0,238.166,21.3,1,43.9
0,0,235.028,19.9,1.1,49.6
0,0,229.274,18.1,1.3,55.1
0,0,226.81,16.9,0.8,61.6
0,0,226.196,16.3,1.3,66.4
0,0,228.178,16.5,1.7,68.4
0,0,226.776,16.3,1.9,67.6
0,0,224.605,15.9,1.9,67.3
30.3,29.84,225.834,16.2,2,66.7
136.8,120.574,232.139,18.1,1.9,60.1
262.1,190.663,239.744,20.7,2,50.4
411.4,224.214,247.836,23.5,3,41.5
588.9,194.162,250.286,24.9,2.9,36
714,180.554,254.041,26.3,4.8,32.4
682.1,278.615,251.972,26.5,4.5,29.7
661.8,323.201,253.549,27,4.1,28.8
818.8,171.087,256.042,28.1,5.5,26.2
680,241.515,253.384,28.4,5.8,23.3
260.6,251.372,247.781,27.2,5.4,23.8
312.2,267.92,251.049,27.3,3.5,25.7
407.1,139.453,255.338,28.1,3.7,25.7
314,70.5239,251.604,27.3,4.5,26.1
157.1,57.1788,253.622,27.3,3.2,27.6
61.1,61.1,249.762,25.8,2.8,31
0.3,0.3,250.524,25,2.5,35.7
0,0,248.137,23.9,2,39.4
0,0,244.653,22.7,3.4,42.8
0,0,242.464,21.7,1.8,46.8
0,0,243.462,21.3,1.4,51.2
0,0,238.615,19.8,1.1,56
0,0,240.692,19.8,1.9,59.5
0,0,237.489,19,1.4,61.3
11.6,11.5317,239.258,19.2,1.7,62.6
46.1,45.5797,243.537,20.4,1.7,58.9
156.6,150.574,248.428,22.2,2.2,51.4
343.4,252.092,250.241,23.5,3.2,44.4
438.5,301.323,249.654,24,3.7,40.5
620,267.118,257.058,26,4.4,36.8
772.1,193.282,255.033,27,4.6,30
792,202.886,257.245,28.4,5.1,25.9
785,196.579,258.475,28.6,5.1,26
550.7,341.709,257.131,27.9,4.4,27.8
367.2,316.109,259.461,27.7,6.1,30.5
292,259.867,259.322,27.5,5.8,31.3
178.6,171.317,257.441,27.2,6.2,31.1
172.9,146.848,252.624,26.1,4.1,32.1
117.5,82.8194,248.425,25.4,4.3,31.7
19.7,19.7,243.598,24.3,3.7,32.6
0,0,243.518,23.5,3.2,36.7
0,0,243.853,22.8,2.9,41.2
0,0,244.578,22.4,1.7,44.7
0,0,242.079,21.3,2.3,49.2
0,0,240.946,20.3,3.7,55.5
0,0,240.488,19.6,3.2,61
0,0,240.707,19.2,3.6,65.3
0,0,238.458,18.2,2.9,71.4
4.1,4.09135,239.309,17.8,2.9,77.9
44.1,43.6209,241.044,18.1,2.8,78.2
42.8,42.5047,241.745,18.5,3,75
114.3,112.712,243.208,19,3.3,72.4
221.9,216.319,244.576,19.5,3.4,69.7
239.9,234.607,243.714,19.5,3.3,68
245.4,240.486,239.168,18.2,3.5,72.9
358,336.228,245.438,18.8,3.5,79.6
468.1,382.232,248.632,19.6,2.5,77
544,344.311,253.121,21.1,2.4,69.3
692.3,142.611,258.375,23,2.1,59.9
462.1,228.726,257.481,23.8,3.5,51.8
120,117.938,237.323,18.6,3.6,64.9
113.9,110.517,249.828,19.2,2,84.7
161.1,51.0049,249.799,19.5,3.5,80.8
56.2,56.2,244.789,18.6,2.1,80.6
2,2,246.532,18.6,2.1,84.7
0,0,242.364,17.5,2.2,89.2
0,0,240.623,17,2.8,91.7
0,0,241.663,17.2,4.4,91.6
0,0,240.745,17.1,4.6,90.6
0,0,235.783,16.1,5.1,91.6
0,0,235.38,15.9,4.4,93.4
0,0,233.473,15.6,4.9,92.5
3.4,3.39396,230.678,15.1,5,92
30,29.7768,228.245,14.7,5.1,91
110.8,108.813,226.09,14.4,5.1,89.3
217.7,207.363,228.578,15.1,4.8,86.3
427.7,302.509,233.761,16.7,5.2,78.5
526.9,330.8,233.53,17.5,4.7,68.8
578.1,353.428,236.191,18.7,4.6,61.8
404.2,363.803,231.703,18.2,4.9,58.4
407.3,362.979,232.43,18.6,4.6,56.1
552.5,339.538,236.359,19.8,3.9,52.4
436,323.068,238.549,20.9,4.9,47.2
384.5,269.79,238.739,21.5,6.2,43.3
444.4,102.776,236.884,21.5,4.6,41
321.3,63.0837,234.442,20.9,5.3,41.8
163,47.8757,233.896,20.1,5.1,46.5
52.1,52.1,231.389,19,3.6,51.1
0,0,232.105,18.7,2.7,54.7
0,0,232.62,18.4,3.1,58.2
0,0,232.603,18,3.2,61.9
0,0,232.398,17.5,3.7,66.5
0,0,233.872,17.4,3.8,70.6
0,0,234.88,17.3,4,73.9
0,0,235.386,17.2,4.6,76.2
0,0,234.422,16.9,4,77.6
3,2.99523,234.497,16.8,4.5,79
34,33.7113,235.463,17,3.8,78.8
59.2,58.6304,234.773,17,4.8,77.2
101.8,100.533,234.599,17,4.4,76.8
170.4,167.484,235.781,17.2,4.7,77.1
212.5,208.523,235.342,17.1,5,77.3
268.3,261.832,232.443,16.1,4.2,82.9
382.4,351.671,242.482,18,4.3,82.8
410.6,364.276,239.121,18,4.4,75.1
497.3,358.383,249.205,21,5.5,63.1
356.8,311.722,242.725,20.6,6.5,55.8
392.2,266.999,242.58,20.4,7,57.3
276.1,213.476,240.092,19.6,5.5,60.3
241,130.488,243.423,19.9,5.6,63.4
162.5,46.9182,243.572,20,6,62.7
44.2,44.2,241.49,19.6,5.2,62.8
0,0,240.865,19.2,3.7,65.6
0,0,241.088,19,3.5,68.1
0,0,240.338,18.7,3.8,69.8
0,0,240.439,18.6,3.5,71.1
0,0,238.94,18.3,4,71.3
0,0,237.438,17.9,4,72.6
0,0,236.261,17.4,3.9,75.8
0,0,234.327,16.8,3.6,78.6
14,13.8943,232.51,16.3,2.9,80.5
99.5,95.7404,233.197,16.4,3.2,80.9
163.8,155.77,235.888,17,3.5,79.8
283.5,243.826,236.787,17.3,3.9,78.2
535.5,236.525,243.241,18.9,3.4,73.6
621.3,260.546,247.425,20.4,3.1,65.8
512.5,374.26,247.184,21.1,4.1,58.7
359.4,336.861,246.095,21.3,4,55.2
224,219.979,227.746,16.8,5,64.4
222.9,218.674,231.221,16.1,3.8,79.9
348.7,308.186,240.733,17.8,3.4,81.2
256.2,239.143,240.244,18,3.6,77.6
171.4,165.233,243.371,18.7,3.6,76.2
142.1,131.673,243.451,18.8,2.3,75.2
130.1,73.5637,247.688,19.8,2.7,72.7
60.2,60.2,243.477,18.9,2.7,74.1
0,0,241.668,18.2,1.4,78.4
0,0,235.129,16.8,2,80.5
0,0,233.889,16.3,1.9,83.9
0,0,230.434,15.4,1.6,87.1
0,0,229.513,15.1,3.1,88.8
0,0,229.624,15.1,2.2,89.1
0,0,227.667,14.7,2.3,89.4
0,0,227.08,14.7,3,87.8
35,34.328,222.598,13.9,2.8,86.7
123.2,111.857,225.557,14.6,2.8,85.1
255.9,185.985,231.138,16.1,3.6,79.7
386.4,231.651,241.817,18.6,4.8,74
394.3,304.272,245.202,19.7,5,68.8
498.6,339.236,248.185,20.7,5.9,64.2
626.5,319.008,250.81,21.7,7.1,59.3
648,328.135,255.338,23.2,6.5,53.5
352.7,330.928,252.735,23.2,6,49.8
212,208.172,249.519,22.3,6.4,52.2
253.1,244.824,253.069,22.9,7.6,52.6
171.6,168.281,254.477,24,6.3,46.3
80.6,79.6611,231.801,18.7,4.4,54.2
97.4,95.3926,237.653,18.4,5.8,67.6
89.6,78.111,239.29,18.7,4.6,67.7
12.7,12.7,238.068,18.3,5.6,69.5
0,0,232.33,16.7,5.2,75.2
0,0,231.786,15.8,3.2,85.2
0,0,233.795,15.8,3.4,90.5
0,0,233.22,15.6,3,91.8
0,0,233.164,15.5,3.3,93.1
0,0,232.746,15.4,3.7,93.4
0,0,233.485,15.5,3.4,94
0,0,234.047,15.6,3.4,94.1
3.9,3.8915,234.082,15.6,3.8,94.2
16.1,16.0338,234.436,15.6,3.6,95.2
32.3,32.1281,234.084,15.5,3.7,95.7
49.5,49.1978,233.557,15.4,4,95.7
77.9,77.2863,235.705,15.8,4.1,95.8
149.6,147.618,236.944,16.1,3.6,94.8
170.1,167.733,237.576,16.3,4,93.6
160.9,158.848,240.791,16.9,3.2,93.6
197.5,194.366,242.504,17.3,3.4,92.4
186.5,183.533,242.429,17.3,3.3,92.2
197.8,194.073,244.32,17.6,3.4,92.9
144.6,142.238,243.008,17.4,3.7,92.3
70.5,69.7797,244.132,17.6,2.6,92.4
45.8,45.3604,244.396,17.6,3,93.1
29.1,28.7761,245.24,17.7,3,93.9
11.5,11.5,245.723,17.7,2.5,95.2
0,0,247.225,17.9,2.3,96.3
0,0,248.438,18.1,2.3,96.6
0,0,248.474,18.1,1.8,96.7
0,0,248.253,18.1,1.6,96.1
0,0,246.017,17.7,1.4,96
0,0,245.069,17.5,2.3,96.4
0,0,243.906,17.3,2.3,96.2
0,0,245.397,17.6,1.9,95.8
3,2.99488,245.47,17.6,1.9,96
25.4,25.2339,246.054,17.7,2.4,96.1
91.7,90.3079,245.543,17.6,2.6,96.2
149.3,146.541,245.25,17.6,2.7,95.4
277,260.434,246.297,17.9,2.7,93.8
407.9,341.436,250.02,18.9,3.4,89.2
491.9,374.406,251.959,19.6,3.2,84.5
483.7,386.113,254.068,20.6,4.7,76.8
428.4,370.291,254.335,21.3,3.2,69.5
415.3,352.487,251.182,20.5,3.7,72
532.6,275.974,259.752,22.4,3.3,68.1
454.2,228.616,258.313,23.1,3.6,58.9
336.6,190.148,256.693,22.9,3.1,58.1
192.4,145.663,256.507,22.6,2.5,60.5
85.6,75.7126,255.529,22.2,3,62.6
33.4,33.4,250.705,20.7,2.1,68.9
0,0,248.447,19.4,1.4,79
0,0,248.027,18.7,1.5,87
0,0,249.272,18.7,1.8,90.1
0,0,247.028,18.2,1.5,91.4
0,0,245.411,17.8,2.2,92.9
0,0,244.732,17.6,1.7,94
0,0,241.915,17,1.2,95.2
0,0,239.08,16.4,1.9,96.3
5.2,5.1843,242.133,17,1.4,95.8
53.3,52.5623,245.768,17.9,1.1,92.4
150.5,144.804,250.356,19.1,1.3,87.3
296.8,245.1,256.587,20.8,1.5,79.8
531.2,233.542,264.717,23.4,1.5,66.8
584,286.577,265.029,24.6,2.6,56.2
548,361.414,262.532,24.6,3.2,52.6
554.3,377.226,265.295,25.1,3.3,52.5
685.6,280.507,267.359,25.5,4,52.2
682.1,229.689,271.747,26.7,4.1,48.9
481.8,305.692,271.774,26.9,4.3,47.5
304,262.667,268.487,25.8,4.5,51.4
393.3,141.363,276.639,27.1,3.2,52.2
267.1,101.122,271.262,26.4,3.5,50.5
113.7,76.5749,269.957,25.8,3,53.4
27.1,27.1,269.035,25.1,2.6,57.9
0,0,261.188,22.9,2.4,65.6
0,0,261.498,22.1,1.6,74.7
0,0,259.168,21.2,1.4,80.5
0,0,258.347,20.7,1.4,85
0,0,251.814,19.4,2.8,86.8
0,0,248.72,18.6,1,90.1
0,0,253.151,19.2,1.7,92.9
0,0,254.467,19.4,1,93.4
3.1,3.0943,257.697,20,1.5,93
12.3,12.2604,258.8,20.3,2.3,91.5
38,37.7585,257.097,20.1,2.8,90.1
80.3,79.4965,253.398,19.5,2.3,89.3
163.4,160.679,253.962,19.8,1.7,86.6
221.4,217.027,255.735,20.4,1.7,82.9
238.1,233.437,256.64,20.9,2.1,78.7
261.7,256.053,260.224,22,2.3,73.3
144.7,143.01,239.196,17.6,6,80.1
247.4,241.862,240.707,17.1,5.3,90.5
452.2,315.462,247.207,18.8,3.6,83.7
456.9,223.756,248.124,19.8,5,73.6
357.6,171.911,247.657,20.2,4.8,68.3
248.9,115.716,248.717,20.5,2.8,67.2
166.6,33.764,249.661,20.8,2.5,65.9
45.2,45.2,243.023,19.4,2.2,67.7
0,0,237.705,17.4,2.8,79.1
0,0,241.362,17.3,2.9,89.4
0,0,241.322,17.2,3.5,90.7
0,0,239.98,17,3,90
0,0,236.435,16.3,3,90.5
0,0,235.51,16,2.9,92.3
0,0,234.538,15.7,2.6,94
0,0,233.873,15.5,2.3,95.1
20.3,20.0502,231.459,15,1.9,95.7
127.3,111.559,234.646,15.6,2.6,95.8
220.5,181.267,240.66,17,2.3,91.8
370.5,232.575,242.811,18.1,2.4,82.3
429.2,294.166,245.075,19.4,2.6,71.8
212.4,208.372,239.413,18.8,3.4,66.9
291.6,282.135,242.147,19.5,1.8,65
701.1,275.563,247.544,21.2,2.1,58.4
649.5,309.401,244.403,21.3,3,52.6
155.7,153.619,234.039,18.9,4.4,56.2
161.3,158.804,230.898,16.8,3.3,70.9
