# Polysun weather profile generated by hostrada4py from HOSTRADA data
# Columns: Global radiation [Wh/m2], Diffuse radiation [Wh/m2], Long-wave irradiation [Wh/m2], Ambient temperature [degC], Wind speed [m/s], Relative humidity [%]
# Location: HOSTRADA, lat=52.521918, lon=13.413215
Gh,Dh,Lh,Tamb,Vwnd,Hrel
0,0,220.465,14.7,2.3,71.4
0,0,222.925,15.2,2.7,71.3
1.9,1.9,222.567,15.3,1.8,69.4
60.3,59.0954,222.154,15.1,1.3,70.7
169.7,152.48,229.915,16.7,2.1,69.9
335.6,219.957,241.231,19.5,2.2,63.3
440.3,263.983,252.552,22.5,2.9,55.1
539.1,284.359,259.611,24.8,3.5,47.2
659.1,244.636,258.938,25.3,4.3,43
795.9,152.095,264.361,27.1,5.2,38
610.2,293.458,263.522,27.8,6.7,33.5
400.2,329.62,262.951,28.2,5.9,31.1
456.5,265.303,257.384,27.5,5.8,29.7
516,95.564,257.918,27.9,6.3,28.4
315.6,118.535,252.285,27.1,5.4,27.4
78.3,75.8958,234.059,21.5,9.1,37.7
19.7,19.3285,228.379,16.7,4.7,66.7
0,0,237.233,16.6,1.8,88.4
0,0,241.011,17.1,1.3,91.3
0,0,240.959,17,2.4,92.6
0,0,236.476,16.1,2.2,93.5
0,0,233.378,15.5,2.9,93.7
0,0,231.911,15.2,2.5,94
0,0,233.697,15.5,2.4,94.6
0,0,229.341,14.7,2.9,94.1
0,0,225.353,14,2.5,93
1.1,1.09875,222.375,13.6,2.2,90.3
42.5,41.9158,218.119,13,2.6,86.8
200.9,163.728,216.884,13.1,3,82.1
392.3,187.637,216.508,13.5,3.1,76.1
562.1,165.423,218.841,14.4,3.5,71.1
701.2,145.869,219.955,15.4,4,62.9
664.9,242.239,218.612,15.9,3.8,55.7
502.8,364.919,220.712,16.5,2.4,54.2
409.6,350.721,219.514,16.4,2.6,53
273.5,262.925,214.781,15.6,2.1,51.6
135.4,133.47,215.082,15.2,2.5,55.5
108.9,107.362,215.988,14.3,1.6,65.9
106.8,104.77,221.078,14.7,1.1,72.8
104.2,94.9144,221.137,14.6,0.9,74.1
29.4,27.971,223.909,15.1,1.4,74.7
0.7,0.7,224.374,15,1.1,77
0,0,226.715,15.1,1.9,81.5
0,0,223.203,14.1,2.7,85.6
0,0,221.588,13.7,3.7,86.7
0,0,218.461,13.2,4.5,85
0,0,215.241,13,6,79.1
0,0,206.98,12,6.4,70.6
0,0,202.459,11.3,5.5,67.7
0,0,199.166,10.2,5.4,72.1
1.1,1.09875,199.968,10,5.7,76.6
23.6,23.4233,200.634,10.2,6.4,75.9
71.3,70.3615,199.83,10.2,6,73.8
182.5,176.397,201.682,10.7,5.9,72.6
268.4,250.932,203.163,11,5.6,72.8
263.8,254.625,202.699,11.1,6.1,70.5
214,210.078,200.98,10.9,5.8,68.6
408.2,355.668,205.336,11.6,5.9,71.2
448.9,359.695,204.201,11.7,6.1,67.4
300.2,283.62,203.311,12.5,5.8,57.5
286.7,264.095,202.306,12.9,5.2,52.1
375.8,216.671,206.272,14.1,5.3,49.3
237.6,172.871,203.883,13.6,5.2,49.2
115.5,100.953,202.802,12.9,4.5,53
54.7,33.1715,201.128,11.6,3.2,61.6
1.1,1.1,203.778,11.5,2.3,68.6
0,0,198.907,10.3,3.4,70.3
0,0,196.026,8.9,2.4,79.7
0,0,197.149,8.7,2.7,85.7
0,0,195.349,8.6,3,81.7
0,0,189.684,7.3,3.5,82.3
0,0,185.866,6.2,2.9,85.6
0,0,184.073,5.7,3.2,86.9
0,0,182.706,5.4,3.6,86.7
2,1.99587,181.294,5.2,3.1,84.9
16.8,16.7121,185.474,6.4,3.2,81.6
58.1,57.483,186.333,6.9,3.5,77.6
164.5,160.611,188.697,7.7,4,74.3
450.1,266.217,191.014,8.7,4.5,68.7
712.2,143.505,195.129,10.8,5.1,56.7
807.6,139.171,196.692,12.3,4,47.1
854.7,141.148,197.73,13.1,4.8,43
835.3,137.983,197.286,13.3,4.6,41
699.3,159.959,196.756,13.4,4.1,39.6
472,262.767,194.385,12.9,4,39.4
405.8,198.025,196.095,13.3,4.6,39.3
327.5,117.975,193.639,12.7,2.9,39.6
243.3,40.5596,196.731,13.3,3.3,40.2
99.5,16.4175,192.616,12.5,2.7,39.4
3.7,3.7,188.019,11.2,3,41
0,0,185.018,9.7,2.5,46.7
0,0,186.902,9.3,2.4,53.5
0,0,185.984,8.7,2.3,57
0,0,183.838,7.8,0.8,60.9
0,0,182.069,6.9,1.5,66
0,0,180.764,6.3,1.4,69.3
0,0,179.543,5.7,0.9,73
0,0,179.045,5.2,0.8,77.8
14,13.8078,178.214,4.8,1.2,80.5
110.6,96.6113,184.584,6.4,1,78.9
265,155.862,196.01,9.8,2,68.8
428.5,166.12,199.065,11.8,2.9,55.5
580,158.901,199.499,13,3.8,46.5
708.5,148.221,197.582,13.6,2.9,39.5
802.6,141.869,196.208,14,2.9,35.3
852.3,141.265,198.445,14.7,3.8,34.2
860.6,141.999,202.261,15.6,4.1,33.9
811.5,133.898,205.094,16.2,4.4,34
685.8,113.157,210,17.2,4.7,34.3
413.7,194.449,205.84,14.9,5.6,42.8
346.5,103.299,212.912,15.2,5.6,51.7
258.9,42.7185,210.706,14.9,3.2,50.4
102,16.83,210.997,14.8,2.7,51.7
3.4,3.4,210.899,14.4,2.5,54.9
0,0,212.823,14.4,2.5,58.5
0,0,212.905,14,1.3,62.5
0,0,207.165,12.2,1.2,68.8
0,0,202.651,10.6,1.8,76.3
0,0,201.429,10,2.4,80.6
0,0,201.772,9.9,2.7,82.9
0,0,201.285,9.7,3.3,84.2
0,0,201.148,9.7,3.2,83.8
6.7,6.65844,198.156,9.1,2.8,83.2
91.3,86.3096,198.425,9.3,2.8,81.3
205.1,169.603,201.145,10.5,4.3,73.6
349.3,226.29,201.175,11.6,4.6,61.7
494.4,240.792,200.658,12.7,4,50.8
620.8,228.672,201.437,13.8,4.5,43.8
723,198.784,200.731,14.9,5.7,35.9
783.3,170.625,197.886,15.3,5.9,30.5
794.3,149.346,196.881,15.2,4.9,29.9
744.3,135.901,195.634,15.2,5.4,28.6
648.5,121.191,195.582,15.3,5.9,28.1
519.6,104.263,196.808,15.6,4.8,28
359.5,94.6934,193.34,14.7,4.7,28.5
172.4,99.9887,194.23,14.6,4.8,29.9
67.6,34.5981,191.99,13.8,4.1,31.3
3.5,3.5,190.608,12.8,3.3,34.9
0,0,187.49,11.2,2.4,40.2
0,0,187.871,10.4,2.4,46.4
0,0,187.467,9.7,2.3,51.2
0,0,185.276,8.8,2.3,54.6
0,0,182.017,7.6,2.1,58.7
0,0,179.116,6.3,1.7,65
0,0,177.846,5.4,2.2,71.8
0,0,180.643,5.9,2.2,73.7
3.8,3.78732,177.128,5,1.1,74.6
96.3,90.1766,185.758,7,1.8,74.7
238.4,171.121,193.759,9.7,1.8,64.5
286.4,235.436,195.307,11.4,1.5,51.8
539.3,203.897,198.313,13.2,1.5,43.2
691.7,165.879,199.706,14.5,2.3,36.9
602.2,310.626,196.253,14.1,2.9,34.8
514.8,369.779,198.364,14.5,2.1,35.2
524.6,356.216,203.269,15.6,3.8,35.1
296.5,281.762,206.827,16.3,4.7,35.5
262.2,248.765,203.25,15.4,4.2,36.2
281.3,238.667,204.709,15.7,1.6,36.3
192.7,170.78,203.349,15.3,2.9,36.9
153.4,110.046,203.357,15,3.3,38.7
95.6,16.2215,200.619,13.9,2.6,41.9
2.1,2.1,202.916,13.8,1.5,46.1
0,0,203.252,13.3,1.5,50.5
0,0,196.484,11.1,1.6,56.7
0,0,193.544,9.7,0.7,64
0,0,194.93,9.5,0.8,69.5
0,0,195.008,9.3,0.8,72
0,0,191.141,8.2,0.5,74.9
0,0,190.393,7.7,1.6,79.1
0,0,184.99,6.1,0.5,84.2
16.6,16.3697,184.812,5.8,0.6,87.9
117.9,102.099,189.682,6.9,0.9,87.9
272,160.215,204.232,10.8,0.9,78
433.1,172.005,210.247,13.6,1.4,61
570.3,177.272,211.076,15.3,1.8,47.9
663.9,193.238,208.899,16,1.7,39.9
782.8,156.339,208.857,16.9,2.3,34.6
773.5,182.621,208.95,17.4,2.6,32.1
690.1,239.602,207.833,17.2,1.6,31.9
615.9,247.279,212.489,18.4,3.1,30.9
443,286.814,214.176,19.1,3.8,29.3
385.8,222.638,213.006,18.7,3.7,30
336.7,122.882,215.729,19,2.8,31.3
199.7,85.443,217.445,19.4,1.9,31.1
85,26.6308,215.169,18.6,2.3,32.7
6,6,210.645,16.5,2.2,39.1
0,0,209.557,15.1,2.4,47
0,0,208.507,14.3,2.6,51.5
0,0,208.028,13.9,2.5,54
0,0,208.102,13.8,2.5,55
0,0,208.737,13.9,2.6,55.3
0,0,207.372,13.6,2.3,55.4
0,0,206.07,13.2,1.7,56.5
0,0,204.601,12.5,2.5,60.1
15.3,15.1131,198.835,10.6,2.4,66.8
116.5,102.424,207.045,11.9,1.9,71.9
272,162.833,212.993,13,2,73.5
416,190.472,218.803,14.2,2.4,73.3
476.1,262.152,220.201,14.9,3.5,68.6
448.4,337.509,219.361,15.2,3.4,63.7
449.8,363.914,221.575,15.9,3.2,61.2
363.6,336.055,218.968,15.5,3.3,60
379.6,342.218,219.383,15.5,3.9,60.8
595.8,267.887,223.654,16.4,3.4,60.4
673.5,116.111,224.548,17.2,3.6,54.8
435,187.533,229.913,18.8,4.1,50.4
303.1,155.415,225.932,18,3.9,50.5
204.8,84.2947,224.429,17.5,3.6,52.1
98.9,18.9134,222.513,16.7,3.5,55.6
6,6,217.157,15.1,3.3,60.3
0,0,213.286,13.9,4.2,64.3
0,0,209.634,12.8,4.7,67.9
0,0,203.311,11.1,3.7,72
0,0,198.268,9.6,2.6,77
0,0,196.978,9.1,2.2,79.8
0,0,192.693,8,2,81.9
0,0,191.136,7.5,2.3,84
0,0,189.507,7.1,2.5,84.5
2,1.99694,191.01,7.4,2.7,85
25.7,25.5131,195.635,8.5,2.1,83.9
167.2,155.803,199.425,9.6,2.7,80.2
373.5,223.544,204.933,11.2,2.8,74.9
548.6,203.916,210.684,12.9,2.1,69.2
584.9,272.02,216.601,14.6,2.7,64.1
710.2,221.07,217.095,15.5,3.4,56.5
831.6,149.686,217.592,16.6,2.7,48.3
853.5,140.835,216.413,17.1,3.3,43
810.5,133.733,217.008,17.8,3.1,39.3
701.3,115.715,217.864,18.4,2.6,36.8
567.9,94.0754,214.784,18.1,3.4,34.9
422.7,69.9704,215.173,18.2,3.5,34.8
271.3,44.7645,215.037,17.9,3.5,36.3
117.5,19.3875,211.122,16.8,4.1,37.9
8.3,8.3,204.26,14.8,3.2,41.2
0,0,201.078,13.4,2.4,46.1
0,0,203.888,13.4,4.8,50.8
0,0,201.106,12.2,4.5,55.9
0,0,198.394,11.2,3.3,59.7
0,0,194.915,10.2,2.6,62
0,0,192.689,9.5,2.5,64.1
0,0,189.562,8.6,2,66.2
0,0,186.465,7.6,2,69.5
18.7,18.4429,186.203,7.3,2.1,72.3
126,107.542,191.683,8.7,2.3,70.4
281.6,162.318,194.764,9.8,2.9,65.8
445.7,169.492,200.008,11.5,2.2,60.2
596.6,161.203,205.816,13.5,2.1,53.4
724.5,150.181,209.967,15.2,2,46.9
806.9,148.299,212.331,16.6,1.8,40.7
810.2,162.045,210.178,17,2.7,35.6
788.5,161.208,206.611,16.7,2.6,33.1
737.2,147.961,210.726,17.8,3.3,32
656.3,125.823,212.311,18.3,3.1,31.2
555.3,96.5079,212.837,18.6,3.7,30.3
419.3,70.7783,214.28,19.1,4,29.4
272,44.88,214.357,18.9,3.7,30.4
121,19.965,211.471,17.8,3.8,32.8
9.7,9.7,207.731,16.3,3.2,36.6
0,0,205.889,15,3.1,42.2
0,0,203.286,13.6,3.1,48.2
0,0,201.28,12.5,2.5,53.6
0,0,200.224,11.8,2.2,57.8
0,0,197.773,10.9,1.9,61.3
0,0,196.039,10.1,1.3,65.6
0,0,195.664,9.6,0.8,70.2
0,0,193.692,8.8,1.3,74.5
18.8,18.5496,194.406,8.7,1.3,77.7
126.5,108.6,202.916,10.6,1.4,77
281.3,164.951,211.977,13.6,1.7,64.6
441.8,176.069,214.768,15.9,1.5,49.2
592,168.013,213.015,17,1.8,39.1
716.8,157.567,211.793,17.6,2.9,34.2
810.1,148.195,211.379,17.8,3.4,32.7
863.2,144.064,212.214,18.3,2.7,31.1
871.2,143.748,213.23,18.9,1.7,29.3
822,135.63,217.453,20.2,3.1,27.5
727.3,120.005,218.811,20.7,2.5,26.6
599.2,98.868,220.855,21.1,2.5,26.7
447.1,73.7715,224.246,21.7,2.3,27.1
284.6,46.959,225.44,21.8,1.4,27.7
124.7,20.5755,225.164,21.2,2.2,30.1
11.8,11.8,221.762,19.6,2.9,34.6
0,0,214.272,16.7,1.6,42.7
0,0,217.329,16.1,1,51.8
0,0,214.486,15.1,1.4,55.3
0,0,210.371,13.9,1.8,58.4
0,0,211.167,13.7,1.7,61.9
0,0,210.882,13.5,2,63.3
0,0,207.9,12.7,1.4,65.1
0,0,209.678,12.8,1.8,68
2,1.99726,211.516,13.1,1.7,68.9
20.3,20.1879,214.33,13.8,1.5,67.6
208.3,177.275,220.237,15.2,2.5,65.5
403.5,211.082,227.947,17.4,3.5,59
513.8,243.026,231.711,19,4.6,51.6
643,225.994,231.108,19.5,6.8,46.9
781.6,166.203,231.137,20.3,6,41.5
845,148.235,230.257,20.7,7.1,38
858,141.644,234.325,21.8,6,36.3
794.2,131.554,230.985,21.4,6.6,34.9
650.5,132.853,235.309,22.5,6,33.6
516.8,123.073,232.873,22.2,7,32.7
322.3,151.32,229.024,21.2,6.6,33.9
176.5,115.211,228.803,20.8,6.3,35.8
68.8,51.5876,225.087,20,6.2,36.1
11.1,11.1,220.981,18.8,5.7,38.2
0,0,219.978,17.4,5.2,46
0,0,220.965,16.4,5.7,55.5
0,0,220.998,15.5,6.3,64
0,0,218.804,14.6,6.3,68.8
0,0,209.762,13.1,7,65
0,0,201.912,11.6,6.6,63.3
0,0,199.719,10.7,5.4,67.8
0,0,196.735,9.8,3.8,70.6
22,21.6795,191.331,8.7,2.8,69.5
143.4,114.054,193.395,9.6,4.2,64.7
307.9,151.49,197.635,10.9,3.9,61
474,150.948,203.522,12.6,4.6,57
553.3,209.956,203.992,13.3,5.6,51.8
631,239.752,204.529,14.4,7.2,44.3
607.2,321.262,200.017,14.4,7.6,37.9
369.2,340.892,198.211,14,7.5,37.9
196.5,193.311,199.613,13.8,8,41.1
331,307.309,198.817,13,7.8,45.4
475.4,281.673,207.109,14.5,7,47.6
172.4,168.605,200.766,12.4,6.6,53.5
256.6,187.708,204.147,12.3,4.7,61.1
181.5,115.235,205.145,12.7,5.7,59.3
102.2,32.936,201.902,11.9,4.1,60.3
11.1,11.1,202.795,12,3.3,61.2
0,0,200.344,11.4,2.4,61.9
0,0,199.67,10.8,2.3,66.6
0,0,200.368,10.2,2.4,75.2
0,0,202.553,10,2.2,83.8
0,0,203.535,9.9,2.6,88.1
0,0,205.776,10.2,2.4,90.6
0,0,206.535,10.4,3.4,90
0,0,203.601,9.9,3.8,88.3
5.4,5.38128,202.8,9.9,4.7,85.9
57.8,56.9122,201.702,9.9,4.5,82.7
159.5,151.736,203.374,10.5,4.7,79.5
291.7,243.809,208.653,12.1,5.5,73.5
210.6,205.766,208.766,12.5,4.8,69.2
143.2,141.37,205.705,11.6,4.6,72.1
336,316.682,210.643,12.6,5.6,72.5
604,344.392,212.374,13.5,6.6,66.5
452,370.211,216.649,14.8,5.8,62.2
166.8,164.34,216.719,15,3.5,60.4
521.8,251.198,210.862,14.2,3,56.6
608.3,100.37,215.985,16.1,4,49.6
449.4,74.151,213.203,16.3,5.9,43.9
268.9,49.3994,206.68,15.2,5.5,42
64.6,53.9499,207.288,15.3,5.1,42.2
2.1,2.1,204.783,14.3,4.7,45.4
0,0,203.6,13.4,2.7,50.3
0,0,203.466,12.8,1.5,55.1
0,0,202.7,12,2.3,61
0,0,203.779,12.1,2.8,62.3
0,0,200.526,11.5,3.9,61.3
0,0,199.972,11.4,4.5,61.1
0,0,198.552,11,4.8,62
0,0,201.152,11.3,4.8,64.7
3.2,3.19361,200.896,10.9,5,68.4
67.7,66.4953,203.441,11,4.8,73.5
206.5,178.869,209.697,12.2,5,74.9
420.7,204.717,214.141,13.4,5.3,71.6
574.8,194.11,221.232,15.4,5.4,65.5
378.8,331.545,220.452,15.8,6.1,60
244.3,239.321,217.964,15.7,6.6,56.3
441.8,374.41,221.846,16.8,6.7,53.6
356.1,330.848,215.561,15.7,6.8,52.1
342.9,315.157,201.403,11.5,6.5,63.2
175,171.941,202.651,10.6,4.9,76.3
153.7,150.842,202.559,11,5.8,71.3
87.5,86.2702,200.349,10.8,3.2,68.2
102.2,98.1346,202.919,11.2,3.1,69.9
84.6,53.1103,204.188,11.4,2.3,70.7
11.9,11.9,202.615,10.9,2.6,72.6
0,0,198.281,9.5,2.7,78.3
0,0,201.319,9.7,2.9,84.3
0,0,201.258,9.6,2.8,85.5
0,0,197.939,8.9,2.6,85.3
0,0,194.333,8,2.6,86.9
0,0,193.269,7.6,2.6,89.3
0,0,195.129,7.9,3.1,90.9
0,0,194.728,7.9,3.4,89.6
17.4,17.2162,195.692,8.2,2.2,88.3
55.2,54.4074,197.006,8.5,2.8,88.1
115.7,113.487,200.624,9.4,3.4,86.4
280.8,242.041,203.81,10.5,4.8,80.7
432.9,297.339,208.176,11.8,5.3,75.9
474.1,343.137,216.417,13.9,5.6,71.2
438.4,367.423,214.588,14.1,5.6,65
287.6,279.433,214.359,14.6,5.6,59.6
328.8,312.109,215.146,15.1,5.6,56.5
279.2,269.373,215.309,15.1,5.1,56.8
190.9,187.271,213.031,14.2,4.1,60.8
139.2,136.865,211.209,14,4.5,59.1
73.6,72.7352,209.006,13.9,5.5,55.8
69.4,68.2169,206.754,13,5.8,59.7
53.5,50.0594,207.729,12.8,4.6,63.7
6,6,209.067,12.7,5,67.7
0,0,208.338,11.9,4.8,75.1
0,0,210.211,11.6,5,83.9
0,0,212.591,11.9,4.4,86.5
0,0,210.05,11.2,1.9,89
0,0,212.284,11.4,3.2,92.8
0,0,213.198,11.6,3.7,92.6
0,0,212.642,11.5,4,92.4
0,0,213.198,11.6,4.1,92.6
3,2.99467,212.444,11.5,4.4,91.8
18.2,18.1147,212.011,11.5,5.3,90.5
56.4,55.8771,211.053,11.4,4,89.1
105.3,103.938,210.888,11.5,4.7,87.2
124.4,122.839,212.725,12,4.7,85.5
150.1,148.104,212.504,12.2,5.1,82.2
179.5,176.85,214.789,12.9,5.4,79.2
180.5,177.889,216.579,13.4,4.7,77.5
162.7,160.533,216.756,13.6,4.8,75.5
199,195.525,218.735,14,4.1,75.5
222.7,217.156,221.396,14.5,4.6,75.9
274.7,243.337,223.744,15,3.9,75.5
196.6,178.548,224.662,15.3,4.3,74.1
134.7,119.697,224.532,15.3,3.5,73.8
92.5,53.7595,222.942,14.9,3.4,74.8
13,13,222.4,14.7,2.3,75.9
0,0,220.17,13.9,1.8,80.3
0,0,219.495,13.4,1.5,85.1
0,0,218.441,13,1.8,87.7
0,0,218.936,13,1.5,89.1
0,0,212.9,11.6,1.1,91.7
0,0,210.008,10.8,1.1,94.8
0,0,208.543,10.4,1.4,96.3
0,0,204.982,9.6,1,97.2
25.7,25.3183,207.518,10.2,1.4,96.1
144.7,119.353,217.247,12.4,1.8,92.9
298,169.863,228.98,15.2,2.1,86
457.7,178.767,235.996,17.6,2.7,72.9
606,170.864,239.876,19.4,3.1,61.8
727.3,162.108,238.865,20,2.8,54.7
820.9,151.404,240.039,20.9,2.4,49.3
829.8,161.766,237.82,20.9,2.4,46.2
797.5,167.913,243.338,22.3,3.5,43.8
760.8,146.368,243.439,22.9,4,40.1
629.8,160.847,243.241,23.2,3.1,38.1
504.1,149.211,247.576,24,3.4,38.2
425.4,79.5066,247.514,24.2,3.5,37
293.5,48.5723,248.242,24.5,2.9,36.1
144.6,23.859,247.266,24.1,3.1,37.3
26.3,26.3,242.983,22.4,2.1,42.7
0,0,241.147,20.8,2.1,51.7
0,0,241.405,20,2.3,58.9
0,0,240.331,19.3,2.6,63.6
0,0,240.605,18.9,2.7,68.2
0,0,241.835,18.7,1.8,72.9
0,0,242.354,18.7,2.2,74
0,0,239.027,18.2,2,72.6
0,0,232.444,17,2.3,72
2.9,2.89525,227.887,16.7,3.8,65.7
33.3,33.0197,225.59,17,2.8,58.4
240.2,188.691,224.57,17.1,4,55.7
439.5,197.361,226.29,18.2,4.4,49.5
590.6,187.31,223.998,18.8,5.1,42
718.2,170.834,222.848,19.3,5.6,37.5
816.9,154.376,223.687,20.3,5.5,33
869.2,147.504,226.103,21.5,5.6,29.6
875.1,144.392,222.734,21.2,7.7,27.9
828.9,136.769,221.044,20.6,7,29
559.9,228.611,225.855,20.7,6.5,33.2
603.3,99.5445,231.491,21.5,6.1,34.9
450.8,74.5661,232.763,22,6.2,33.6
280.2,53.1918,230.445,21.6,6.5,33.3
127,30.1648,228.62,20.8,6.2,35.6
22.8,22.8,226.171,19.7,4,39.1
0,0,220.326,17.8,3.2,43.7
0,0,216.359,16,2.2,51
0,0,218.971,16.1,4.8,54.6
0,0,212.301,14.5,4.8,56.6
0,0,205.927,12.7,3.7,60.9
0,0,203.478,11.8,4,64.7
0,0,203.905,11.6,4.6,67.8
0,0,202.493,11.1,4.2,70
7.3,7.27052,200.837,10.7,5.2,70.5
25.1,24.9421,200.012,10.8,5.4,67.4
128,125.269,200.508,11,4.7,66.4
310.9,251.598,202.655,11.5,5.1,66
441.6,299.244,203.023,12.1,6.7,60.7
528.7,329.173,203.398,13.1,6.5,52.4
441.4,370.173,198.86,12.9,7,46.2
579.5,365.752,200.682,13.3,7.3,46.2
677.7,278.75,203.586,14,6.6,45.7
581.2,303.454,207.587,15.8,7.3,39.4
484.8,288.067,200.127,15,8.6,34.6
422,226.552,199.877,15.4,6.4,32.2
333.9,162.295,191.545,12.7,8.9,36.7
263.3,67.8028,195.213,12.2,6.7,45.4
143,23.9653,192.928,11.1,6.6,49.9
22.2,22.2,190.222,9.7,6.7,56.7
0,0,187.371,8.3,5.3,64.1
0,0,187.716,8,3.1,68.2
0,0,186.234,7.6,4.2,68.9
0,0,184.437,7.1,3.2,69.9
0,0,183.766,6.6,2.7,74
0,0,184.171,6.5,2.6,76.4
0,0,183.405,6.3,2.5,76.7
0,0,182.545,6,2.6,78
31.2,30.6722,183.512,6.2,3,78.3
170.5,122.365,190.429,8,3.3,75.4
324.1,156.726,195.744,9.6,4.5,70.4
404.9,227.354,200.094,11.1,4.5,64.4
382.2,306.753,199.31,11.4,5.2,59.7
440,348.987,198.71,11.7,6.1,55.7
452.1,372.94,200.85,12.1,4.3,56.3
420.8,369.733,197.271,10.8,5.2,61.2
412.3,362.225,195.889,10.2,7.4,64.2
515.9,341.591,198.418,10.3,4.6,69.1
496,282.947,203.011,11.4,3,67.9
328.9,259.56,203.006,12.2,3.5,59.7
140.1,136.765,195.361,10.2,4,63
191.8,126.705,203.034,11.6,3.3,65.8
175.8,29.007,202.937,12,2.6,61.5
34.2,34.2,200.421,11,2.6,66.2
0,0,199.801,9.9,2.3,77.4
0,0,201.5,10,2.8,80.8
0,0,200.154,10,2.5,77.1
0,0,197.397,9.3,2.4,78.4
0,0,196.996,8.9,2.7,82.5
0,0,197.345,8.8,2.8,84.9
0,0,195.902,8.4,2.7,86.1
0,0,194.397,8,2.5,87.1
29.1,28.6493,193.582,7.8,2.3,87.4
128.1,115.722,197.411,8.7,3,86.5
289,181.333,203.769,10.4,4,81.9
444.7,198.329,208.245,12.1,4.1,72.5
434.8,303.224,209.256,13.2,4.4,62.9
390.6,338.808,207.412,13.7,4.1,54.6
512.1,374.66,205.285,13.8,4.6,50
630.6,337.987,205.824,14.4,4.2,46.3
763.6,201.113,207.222,15.5,6,40.8
778.8,142.083,209.437,16.7,4.5,36.4
621.9,175.937,211.616,17.6,3.7,34
465.6,194.993,214.188,18.2,4.4,33.7
382.9,122.421,216.343,18.5,3.2,34.5
280.7,58.9241,219.648,19,5.3,35.5
158.7,26.1855,218.134,18.3,2.7,37.7
29.5,29.5,214.646,16.5,2.2,44.6
0,0,214.593,15.5,2.6,52.1
0,0,215.371,15.6,2.4,52.6
0,0,209.481,14,2.8,55.8
0,0,209.54,13.2,2.5,63.5
0,0,208.069,12.5,1.8,67.6
0,0,211.272,13.3,2.3,66.2
0,0,209.484,13.1,2.3,64.4
0,0,211.987,13.7,2.6,63.6
6.6,6.57722,209.876,13.3,2.8,63.2
17.5,17.425,212.567,13.9,2.8,62.8
55.7,55.2045,214.456,14.3,3.7,62.7
166.2,162.851,215.732,14.2,4.3,66.4
268.2,255.208,219.524,14.6,4.8,70.4
248.5,242.575,219.906,14.5,4.6,72.4
208.7,205.156,221.137,14.6,4.1,74.1
181,178.401,219.849,14.1,4.3,77
181.4,178.736,222.029,14.1,3.7,82.5
225.3,220.903,228.183,14.9,3.5,88
244.3,236.551,231.927,15.5,3.8,89.7
159.5,156.514,233.758,15.8,4.3,90.4
101.9,100.305,232.623,15.5,4.5,91.6
117.3,111.304,232.782,15.4,3.4,93.5
80,65.974,235.174,15.8,3.5,94.3
11.2,11.2,234.995,15.8,2.8,93.8
0,0,233.838,15.5,2.3,95
0,0,232.575,15.2,2.3,95.9
0,0,232.575,15.2,2.4,95.9
0,0,230.1,14.7,1.6,96.3
0,0,224.25,13.5,1.4,97.3
0,0,219.853,12.6,1.6,97.8
0,0,226.399,13.9,1.3,97.6
0,0,222.756,13.2,2,97.4
3.1,3.09506,227.195,14.1,2.5,96.9
38.3,37.9432,227.822,14.3,4.1,95.7
90.7,89.3914,227.685,14.4,3.9,93.8
284.6,247.137,225.542,14.3,4.2,89.2
482.2,285.221,231.407,16.2,3.8,79.1
582,300.615,229.966,17,3.8,66.8
651.5,303.245,228.669,17.9,4.8,55.8
735,249.781,230.244,19.1,4.9,48.6
809.7,167.321,228.806,19.3,4.5,45.1
687.3,215.48,230.15,20.2,4.2,40.9
497.2,286.69,229.996,20.7,4.2,37.7
545.4,125.752,230.715,21,4.3,36.8
292.7,194.568,227.376,20.3,4.8,37
83,81.426,221.744,17.9,3.9,45
94.1,66.9511,227.054,17.9,3.5,53.1
25.9,25.9,222.638,16.9,2.7,54.1
0,0,222.916,16.5,2.5,58.1
0,0,218.318,14.9,1.7,64.6
0,0,216.825,13.8,1.1,73.3
0,0,222.272,14.6,1.7,76.8
0,0,215.098,12.9,1.3,80
0,0,210.956,11.6,1.2,86
0,0,208.983,11,1.2,88.7
0,0,209.779,11.2,1.5,88.2
8.2,8.16594,210.265,11.4,1.6,86.8
23.2,23.0699,217.189,12.9,1.8,85.6
195.6,178.108,223.453,14.6,2.4,79.7
330.3,256.121,230.746,17,3,68.4
309,282.772,230.301,17.7,3.1,60.5
523.3,336.605,236.309,19.5,4.4,54.8
689.6,270.354,236.796,20.4,5,48.4
599.9,360.561,230.834,19.6,5.3,45.8
565.8,364.248,232.717,20.2,5.5,44.2
462.8,355.709,236.308,21.2,4.8,42.2
254,244.88,233.693,20.6,5.5,42.8
321.2,261.861,238.375,21.4,5.4,43.5
280.1,199.57,236.09,20.9,4.9,43.9
160.9,133.912,237.663,21.1,4.3,44.6
82.4,68.2023,236.412,20.7,3.5,45.7
6.4,6.4,236.415,20.3,3.2,48.6
0,0,236.551,20,2.8,51.1
0,0,235.575,19.6,2.6,52.8
0,0,233.499,18.9,2.7,55.3
0,0,234.052,18.8,3.1,57.1
0,0,232.821,18.2,3.6,60.4
0,0,230.971,17.1,3.3,67.8
0,0,229.959,16.1,3.3,76.9
0,0,227.848,14.9,3.6,87.1
6.5,6.4789,229.958,14.9,3.8,92.9
17.7,17.6247,231.414,15.2,3.7,92.6
